,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,prem_typ_desc,rpt_dt,station_name,susp_age_group,susp_race,susp_sex,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,transit_district,day,month,year
74045,BROOKLYN,2024-07-02,18:52:00,18:52:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,HOYT-SCHERMERHORN,45-64,BLACK,M,988089,190305,40.68901916412364,-73.98615711072209,"{'type': 'Point', 'coordinates': [-73.98615711072209, 40.68901916412364]}",30,2,7,2024
115114,BROOKLYN,2024-07-02,15:00:00,15:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,ATLANTIC AVENUE,45-64,WHITE HISPANIC,F,990502,188496,40.68405249798437,-73.97745785403545,"{'type': 'Point', 'coordinates': [-73.97745785403545, 40.68405249798437]}",32,2,7,2024
78859,MANHATTAN,2024-07-02,18:36:00,18:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,42 ST.-TIMES SQUARE,25-44,WHITE HISPANIC,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,2,7,2024
95493,MANHATTAN,2024-07-02,22:10:00,22:14:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,57 STREET,UNKNOWN,BLACK,M,989780,218177,40.765520112238185,-73.98003670045068,"{'type': 'Point', 'coordinates': [-73.98003670045068, 40.765520112238185]}",1,2,7,2024
95730,BROOKLYN,2024-07-02,15:17:00,15:17:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,25-44,BLACK,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,2,7,2024
54895,MANHATTAN,2024-07-02,23:15:00,23:15:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,BOWERY,25-44,WHITE HISPANIC,F,985902,201709,40.72032113840748,-73.99404032468442,"{'type': 'Point', 'coordinates': [-73.99404032468442, 40.72032113840748]}",4,2,7,2024
70202,BROOKLYN,2024-07-02,18:02:00,18:02:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,LAWRENCE STREET,UNKNOWN,UNKNOWN,M,988057,191462,40.69219487633079,-73.98627184435122,"{'type': 'Point', 'coordinates': [-73.98627184435122, 40.69219487633079]}",30,2,7,2024
94634,MANHATTAN,2024-07-02,15:52:00,15:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,42 ST.-GRAND CENTRAL,45-64,BLACK,M,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,2,7,2024
76419,MANHATTAN,2024-07-02,16:50:00,16:57:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,34 ST.-HERALD SQ.,18-24,BLACK,M,987639,212445,40.74978831616354,-73.98776859948752,"{'type': 'Point', 'coordinates': [-73.98776859948752, 40.74978831616354]}",2,2,7,2024
16028,BROOKLYN,2024-07-02,16:02:00,16:02:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,86 STREET,25-44,BLACK,M,976380,166180,40.62279866219678,-74.02834994870356,"{'type': 'Point', 'coordinates': [-74.02834994870356, 40.62279866219678]}",34,2,7,2024
87173,MANHATTAN,2024-07-02,19:30:00,19:36:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,42 STREET,25-44,BLACK,M,988650,214286,40.75484094960602,-73.98411854690194,"{'type': 'Point', 'coordinates': [-73.98411854690194, 40.75484094960602]}",1,2,7,2024
24233,MANHATTAN,2024-07-02,11:45:00,12:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,BROADWAY/NASSAU,UNKNOWN,WHITE,M,982103,198029,40.71022031223898,-74.00774423969352,"{'type': 'Point', 'coordinates': [-74.00774423969352, 40.71022031223898]}",2,2,7,2024
94808,MANHATTAN,2024-07-02,17:18:00,17:23:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,42 ST.-GRAND CENTRAL,25-44,BLACK,M,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,2,7,2024
108905,MANHATTAN,2024-07-02,23:50:00,23:54:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,96 STREET,25-44,BLACK HISPANIC,M,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,2,7,2024
126095,BROOKLYN,2024-07-02,13:35:00,13:37:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,CLINTON-WASHINGTON AVENUES,25-44,BLACK,M,994019,188128,40.68303923905853,-73.96477753017727,"{'type': 'Point', 'coordinates': [-73.96477753017727, 40.68303923905853]}",30,2,7,2024
85509,MANHATTAN,2024-07-03,23:25:00,23:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,66 ST.-LINCOLN CENTER,25-44,BLACK,M,989173,221221,40.773875458738516,-73.98222574060378,"{'type': 'Point', 'coordinates': [-73.98222574060378, 40.773875458738516]}",1,3,7,2024
61134,MANHATTAN,2024-07-03,20:33:00,20:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FORGERY,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,3,7,2024
70685,MANHATTAN,2024-07-03,21:25:00,21:44:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-TIMES SQUARE,25-44,WHITE HISPANIC,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,3,7,2024
63035,MANHATTAN,2024-07-03,18:20:00,18:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),MISCELLANEOUS PENAL LAW,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,18-24,ASIAN / PACIFIC ISLANDER,M,986819,214690,40.75595054836769,-73.9907272426155,"{'type': 'Point', 'coordinates': [-73.9907272426155, 40.75595054836769]}",1,3,7,2024
90472,MANHATTAN,2024-07-03,12:35:00,12:37:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,UNION SQUARE,25-44,WHITE,M,988886,207857,40.7372030985741,-73.9832725981497,"{'type': 'Point', 'coordinates': [-73.9832725981497, 40.7372030985741]}",4,3,7,2024
98694,MANHATTAN,2024-07-03,17:43:00,17:44:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,47-50 STS./ROCKEFELLER CTR.,25-44,WHITE HISPANIC,M,989294,215445,40.75802176521738,-73.98179321024965,"{'type': 'Point', 'coordinates': [-73.98179321024965, 40.75802176521738]}",1,3,7,2024
78990,MANHATTAN,2024-07-03,21:30:00,21:38:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-10T00:00:00.000,34 ST.-HERALD SQ.,(null),(null),(null),987639,212445,40.74978831616354,-73.98776859948752,"{'type': 'Point', 'coordinates': [-73.98776859948752, 40.74978831616354]}",2,3,7,2024
106655,MANHATTAN,2024-07-03,06:40:00,06:43:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-GRAND CENTRAL,UNKNOWN,UNKNOWN,U,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,3,7,2024
62314,MANHATTAN,2024-07-03,18:03:00,18:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,3,7,2024
62563,MANHATTAN,2024-07-03,21:05:00,21:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),FRAUDS,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,3,7,2024
48410,MANHATTAN,2024-07-03,16:45:00,16:50:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,34 ST.-PENN STATION,25-44,ASIAN / PACIFIC ISLANDER,U,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,3,7,2024
121464,BROOKLYN,2024-07-03,17:20:00,17:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,CLINTON-WASHINGTON AVENUES,25-44,WHITE HISPANIC,M,993433,188289,40.68348177468343,-73.96689015397111,"{'type': 'Point', 'coordinates': [-73.96689015397111, 40.68348177468343]}",30,3,7,2024
87915,MANHATTAN,2024-07-03,23:38:00,23:39:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,WHITE HISPANIC,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,3,7,2024
78593,MANHATTAN,2024-07-03,04:50:00,05:13:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-TIMES SQUARE,18-24,WHITE HISPANIC,F,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,3,7,2024
67966,MANHATTAN,2024-07-03,20:32:00,20:35:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,3,7,2024
123476,BROOKLYN,2024-07-03,15:40:00,15:43:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,CLINTON-WASHINGTON AVENUES,45-64,WHITE HISPANIC,M,994019,188128,40.68303923905853,-73.96477753017727,"{'type': 'Point', 'coordinates': [-73.96477753017727, 40.68303923905853]}",30,3,7,2024
140549,MANHATTAN,2024-07-03,09:04:00,09:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,125 STREET,25-44,BLACK HISPANIC,M,997374,234664,40.8107644899635,-73.952590152183,"{'type': 'Point', 'coordinates': [-73.952590152183, 40.8107644899635]}",3,3,7,2024
107251,BROOKLYN,2024-07-03,16:10:00,16:12:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,CLINTON-WASHINGTON AVENUES,25-44,WHITE HISPANIC,F,993433,188289,40.68348177468343,-73.96689015397111,"{'type': 'Point', 'coordinates': [-73.96689015397111, 40.68348177468343]}",30,3,7,2024
78453,MANHATTAN,2024-07-03,15:00:00,15:04:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,23 STREET,25-44,WHITE HISPANIC,F,988029,208946,40.74018427922352,-73.986362997997,"{'type': 'Point', 'coordinates': [-73.986362997997, 40.74018427922352]}",4,3,7,2024
116844,BROOKLYN,2024-07-03,21:40:00,21:54:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,PARKSIDE AVENUE,25-44,BLACK,M,994827,177870,40.654882392389766,-73.9618803533782,"{'type': 'Point', 'coordinates': [-73.9618803533782, 40.654882392389766]}",32,3,7,2024
110872,MANHATTAN,2024-07-03,06:45:00,06:49:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-GRAND CENTRAL,(null),(null),(null),990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,3,7,2024
50938,MANHATTAN,2024-07-03,04:50:00,05:13:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,42 ST.-TIMES SQUARE,18-24,WHITE HISPANIC,F,985764,213806,40.7535327012632,-73.9945368920152,"{'type': 'Point', 'coordinates': [-73.9945368920152, 40.7535327012632]}",1,3,7,2024
85228,MANHATTAN,2024-07-03,22:00:00,22:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,72 STREET,UNKNOWN,BLACK,M,989220,223013,40.778794001068604,-73.98205472388632,"{'type': 'Point', 'coordinates': [-73.98205472388632, 40.778794001068604]}",1,3,7,2024
58194,MANHATTAN,2024-07-03,22:55:00,23:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-06T00:00:00.000,34 ST.-PENN STATION,(null),(null),(null),986848,212883,40.75099078334884,-73.99062326583427,"{'type': 'Point', 'coordinates': [-73.99062326583427, 40.75099078334884]}",2,3,7,2024
88130,MANHATTAN,2024-07-03,23:25:00,23:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,66 ST.-LINCOLN CENTER,25-44,BLACK,M,989173,221221,40.773875458738516,-73.98222574060378,"{'type': 'Point', 'coordinates': [-73.98222574060378, 40.773875458738516]}",1,3,7,2024
64667,MANHATTAN,2024-07-03,19:40:00,19:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,BUS (NYC TRANSIT),2024-07-03T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,18-24,BLACK HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,3,7,2024
91104,MANHATTAN,2024-07-03,22:18:00,22:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FORGERY,TRANSIT - NYC SUBWAY,2024-07-03T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,WHITE,M,989210,219405,40.768890992016146,-73.98209349413949,"{'type': 'Point', 'coordinates': [-73.98209349413949, 40.768890992016146]}",1,3,7,2024
76949,BROOKLYN,2024-07-04,23:40:00,23:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,9TH STREET,UNKNOWN,BLACK,F,987381,183506,40.67035772942524,-73.98871321711381,"{'type': 'Point', 'coordinates': [-73.98871321711381, 40.67035772942524]}",32,4,7,2024
100354,MANHATTAN,2024-07-04,13:45:00,14:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,57 STREET,25-44,WHITE HISPANIC,F,989780,218177,40.765520112238185,-73.98003670045068,"{'type': 'Point', 'coordinates': [-73.98003670045068, 40.765520112238185]}",1,4,7,2024
73707,MANHATTAN,2024-07-04,00:33:00,00:38:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,34 ST.-HERALD SQ.,25-44,WHITE HISPANIC,M,987639,212445,40.74978831616354,-73.98776859948752,"{'type': 'Point', 'coordinates': [-73.98776859948752, 40.74978831616354]}",2,4,7,2024
97648,BROOKLYN,2024-07-04,19:30:00,19:35:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,PACIFIC STREET,(null),(null),(null),990141,188391,40.68376454457041,-73.97875956361523,"{'type': 'Point', 'coordinates': [-73.97875956361523, 40.68376454457041]}",32,4,7,2024
103510,MANHATTAN,2024-07-04,13:58:00,14:13:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,57 STREET,45-64,WHITE HISPANIC,F,989780,218177,40.765520112238185,-73.98003670045068,"{'type': 'Point', 'coordinates': [-73.98003670045068, 40.765520112238185]}",1,4,7,2024
101836,MANHATTAN,2024-07-04,14:45:00,15:22:00,COMPLETED,0,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,DRUG STORE,2024-07-04T00:00:00.000,47-50 STS./ROCKEFELLER CTR.,25-44,BLACK,F,989608,216014,40.759585,-73.980656,"{'type': 'Point', 'coordinates': [-73.980656, 40.759585]}",1,4,7,2024
73757,MANHATTAN,2024-07-04,13:30:00,13:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-16T00:00:00.000,42 ST.-TIMES SQUARE,(null),(null),(null),987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,4,7,2024
45913,MANHATTAN,2024-07-04,22:20:00,22:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,WEST 34 STREET/HUDSON YARDS,UNKNOWN,UNKNOWN,U,983700,214628,40.75578073026089,-74.0019852096343,"{'type': 'Point', 'coordinates': [-74.0019852096343, 40.75578073026089]}",1,4,7,2024
80096,BROOKLYN,2024-07-04,23:40:00,23:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,9TH STREET,UNKNOWN,BLACK,F,987381,183506,40.67035772942524,-73.98871321711381,"{'type': 'Point', 'coordinates': [-73.98871321711381, 40.67035772942524]}",32,4,7,2024
127459,MANHATTAN,2024-07-04,06:50:00,06:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,86 STREET,UNKNOWN,BLACK HISPANIC,M,996551,223272,40.779497725226406,-73.95558406794517,"{'type': 'Point', 'coordinates': [-73.95558406794517, 40.779497725226406]}",4,4,7,2024
86678,MANHATTAN,2024-07-04,00:57:00,01:01:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,4,7,2024
73254,BROOKLYN,2024-07-04,23:40:00,23:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,9TH STREET,18-24,BLACK,F,987381,183506,40.67035772942524,-73.98871321711381,"{'type': 'Point', 'coordinates': [-73.98871321711381, 40.67035772942524]}",32,4,7,2024
139077,BROOKLYN,2024-07-04,16:08:00,16:12:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,NOSTRAND AVENUE,45-64,BLACK,M,997981,183330,40.66986455425322,-73.9505021789545,"{'type': 'Point', 'coordinates': [-73.9505021789545, 40.66986455425322]}",32,4,7,2024
11652,BROOKLYN,2024-07-04,08:00:00,08:16:00,ATTEMPTED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,59 STREET,(null),(null),(null),979306,172969,40.641435145615965,-74.01781464949576,"{'type': 'Point', 'coordinates': [-74.01781464949576, 40.641435145615965]}",34,4,7,2024
67794,MANHATTAN,2024-07-04,22:20:00,22:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,18-24,BLACK,F,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,4,7,2024
113594,MANHATTAN,2024-07-04,04:40:00,04:50:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,86 STREET,UNKNOWN,BLACK,F,992742,225382,40.78529359491992,-73.9693347760572,"{'type': 'Point', 'coordinates': [-73.9693347760572, 40.78529359491992]}",1,4,7,2024
23106,MANHATTAN,2024-07-04,22:25:00,22:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,CHAMBERS ST.-WORLD TRADE CENTE,UNKNOWN,WHITE HISPANIC,M,981349,198508,40.71153483835093,-74.01046412781942,"{'type': 'Point', 'coordinates': [-74.01046412781942, 40.71153483835093]}",2,4,7,2024
56648,MANHATTAN,2024-07-04,01:17:00,01:22:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,BUS (NYC TRANSIT),2024-07-04T00:00:00.000,23 STREET,25-44,BLACK,M,986244,209939,40.74291039952612,-73.99280410305454,"{'type': 'Point', 'coordinates': [-73.99280410305454, 40.74291039952612]}",2,4,7,2024
34693,MANHATTAN,2024-07-04,22:27:00,22:29:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),JOSTLING,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,WEST 34 STREET/HUDSON YARDS,65+,WHITE HISPANIC,M,983700,214628,40.75578073026089,-74.0019852096343,"{'type': 'Point', 'coordinates': [-74.0019852096343, 40.75578073026089]}",1,4,7,2024
102406,BROOKLYN,2024-07-04,12:50:00,13:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,CHURCH AVENUE,25-44,UNKNOWN,F,989955,173465,40.64279610160533,-73.9794428299875,"{'type': 'Point', 'coordinates': [-73.9794428299875, 40.64279610160533]}",30,4,7,2024
16269,BROOKLYN,2024-07-04,07:52:00,08:05:00,ATTEMPTED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,77 STREET,(null),(null),(null),977127,168577,40.629378555811,-74.02566157474337,"{'type': 'Point', 'coordinates': [-74.02566157474337, 40.629378555811]}",34,4,7,2024
89710,BROOKLYN,2024-07-05,17:00:00,17:07:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FORGERY,TRANSIT - NYC SUBWAY,2024-07-05T00:00:00.000,UNION STREET,18-24,WHITE HISPANIC,M,988952,186074,40.67740561711505,-73.98304820765676,"{'type': 'Point', 'coordinates': [-73.98304820765676, 40.67740561711505]}",32,5,7,2024
