,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,prem_typ_desc,rpt_dt,station_name,susp_age_group,susp_race,susp_sex,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,transit_district,day,month,year
80699,BROOKLYN,2024-06-29,18:05:00,18:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-06-29T00:00:00.000,JAY STREET-BOROUGH HALL,18-24,BLACK,M,987772,191476,40.692233421103055,-73.98729955552464,"{'type': 'Point', 'coordinates': [-73.98729955552464, 40.692233421103055]}",30,29,6,2024
30757,MANHATTAN,2024-06-29,14:00:00,16:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-10T00:00:00.000,BROOKLYN BRIDGE-CITY HALL,UNKNOWN,UNKNOWN,U,983125,199091,40.71313543861811,-74.0040580580704,"{'type': 'Point', 'coordinates': [-74.0040580580704, 40.71313543861811]}",2,29,6,2024
102803,BROOKLYN,2024-06-29,20:00:00,20:03:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-06-29T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,25-44,WHITE HISPANIC,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,29,6,2024
123427,BROOKLYN,2024-06-29,22:20:00,22:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,"AVENUE ""X""",UNKNOWN,WHITE HISPANIC,M,995122,155693,40.5940190586592,-73.9608543158447,"{'type': 'Point', 'coordinates': [-73.9608543158447, 40.5940190586592]}",34,29,6,2024
133267,MANHATTAN,2024-06-29,02:23:00,02:28:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-06-29T00:00:00.000,125 STREET,45-64,BLACK,M,995794,236458,40.815690724900946,-73.95829474326734,"{'type': 'Point', 'coordinates': [-73.95829474326734, 40.815690724900946]}",3,29,6,2024
65243,MANHATTAN,2024-06-29,16:37:00,(null),COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-09-18T00:00:00.000,EAST BROADWAY,25-44,BLACK,M,986970,199426,40.714054587119456,-73.99018838205971,"{'type': 'Point', 'coordinates': [-73.99018838205971, 40.714054587119456]}",4,29,6,2024
95964,BROOKLYN,2024-06-29,07:02:00,07:02:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST THE PERSON,TRANSIT - NYC SUBWAY,2024-06-29T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,18-24,BLACK,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,29,6,2024
99822,BROOKLYN,2024-06-29,17:40:00,17:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-06-29T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,25-44,BLACK,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,29,6,2024
84719,MANHATTAN,2024-06-30,17:01:00,17:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,59 ST.-COLUMBUS CIRCLE,18-24,WHITE HISPANIC,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,30,6,2024
79332,BROOKLYN,2024-06-30,04:02:00,04:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,HOYT-SCHERMERHORN,25-44,BLACK,M,988089,190305,40.68901916412364,-73.98615711072209,"{'type': 'Point', 'coordinates': [-73.98615711072209, 40.68901916412364]}",30,30,6,2024
78946,MANHATTAN,2024-06-30,22:15:00,22:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,34 STREET,UNKNOWN,UNKNOWN,U,987526,211899,40.748289726324444,-73.98817669911575,"{'type': 'Point', 'coordinates': [-73.98817669911575, 40.748289726324444]}",2,30,6,2024
81765,MANHATTAN,2024-06-30,17:01:00,17:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,59 ST.-COLUMBUS CIRCLE,18-24,WHITE HISPANIC,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,30,6,2024
26304,MANHATTAN,2024-06-30,18:30:00,18:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFF. AGNST PUB ORD SENSBLTY &,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,BROADWAY/NASSAU,UNKNOWN,WHITE HISPANIC,M,982103,198029,40.71022031223898,-74.00774423969352,"{'type': 'Point', 'coordinates': [-74.00774423969352, 40.71022031223898]}",2,30,6,2024
86532,MANHATTAN,2024-06-30,04:41:00,04:56:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,59 ST.-COLUMBUS CIRCLE,45-64,WHITE HISPANIC,M,989210,219405,40.768890992016146,-73.98209349413949,"{'type': 'Point', 'coordinates': [-73.98209349413949, 40.768890992016146]}",1,30,6,2024
49769,MANHATTAN,2024-06-30,00:45:00,01:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,23 STREET,UNKNOWN,BLACK,M,986244,209939,40.74291039952612,-73.99280410305454,"{'type': 'Point', 'coordinates': [-73.99280410305454, 40.74291039952612]}",2,30,6,2024
27623,BROOKLYN,2024-06-30,09:55:00,09:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,36 STREET,25-44,WHITE HISPANIC,M,983024,177659,40.654309475457225,-74.00441848198547,"{'type': 'Point', 'coordinates': [-74.00441848198547, 40.654309475457225]}",34,30,6,2024
30500,MANHATTAN,2024-06-30,21:19:00,21:28:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),DISORDERLY CONDUCT,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,CANAL STREET,25-44,WHITE,M,982806,201821,40.72062858780503,-74.00520932860381,"{'type': 'Point', 'coordinates': [-74.00520932860381, 40.72062858780503]}",2,30,6,2024
23444,MANHATTAN,2024-06-30,21:48:00,21:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,CANAL STREET,18-24,BLACK,M,982806,201821,40.72062858780503,-74.00520932860381,"{'type': 'Point', 'coordinates': [-74.00520932860381, 40.72062858780503]}",2,30,6,2024
25551,MANHATTAN,2024-06-30,21:48:00,21:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,CANAL STREET,25-44,WHITE HISPANIC,M,982806,201821,40.72062858780503,-74.00520932860381,"{'type': 'Point', 'coordinates': [-74.00520932860381, 40.72062858780503]}",2,30,6,2024
49479,MANHATTAN,2024-06-30,04:40:00,06:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,28 STREET,UNKNOWN,UNKNOWN,U,986090,211515,40.74723615827734,-73.99335942321807,"{'type': 'Point', 'coordinates': [-73.99335942321807, 40.74723615827734]}",2,30,6,2024
44555,MANHATTAN,2024-06-30,16:10:00,16:12:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,14 STREET,45-64,BLACK HISPANIC,M,983551,208788,40.73975138823035,-74.00252241397993,"{'type': 'Point', 'coordinates': [-74.00252241397993, 40.73975138823035]}",2,30,6,2024
88655,MANHATTAN,2024-06-30,23:18:00,23:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-25T00:00:00.000,1 AVENUE,UNKNOWN,UNKNOWN,U,989085,205728,40.73135114934151,-73.98255460051172,"{'type': 'Point', 'coordinates': [-73.98255460051172, 40.73135114934151]}",4,30,6,2024
70731,MANHATTAN,2024-06-30,00:25:00,00:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),ROBBERY,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,42 ST.-TIMES SQUARE,25-44,BLACK HISPANIC,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,30,6,2024
81108,MANHATTAN,2024-06-30,01:50:00,01:53:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,42 STREET,25-44,BLACK,M,988650,214286,40.75484094960602,-73.98411854690194,"{'type': 'Point', 'coordinates': [-73.98411854690194, 40.75484094960602]}",1,30,6,2024
107751,MANHATTAN,2024-06-30,12:00:00,23:28:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,51 STREET,UNKNOWN,UNKNOWN,U,992033,215119,40.75712499168744,-73.97190691152305,"{'type': 'Point', 'coordinates': [-73.97190691152305, 40.75712499168744]}",4,30,6,2024
34431,MANHATTAN,2024-06-30,21:48:00,21:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,CANAL STREET,18-24,BLACK,M,982806,201821,40.72062858780503,-74.00520932860381,"{'type': 'Point', 'coordinates': [-74.00520932860381, 40.72062858780503]}",2,30,6,2024
38011,BROOKLYN,2024-06-30,14:35:00,14:36:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,BAY PARKWAY,25-44,WHITE HISPANIC,M,983431,158677,40.6022161657077,-74.0029507988395,"{'type': 'Point', 'coordinates': [-74.0029507988395, 40.6022161657077]}",34,30,6,2024
108401,BROOKLYN,2024-06-30,09:30:00,10:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,"AVENUE ""X""",UNKNOWN,UNKNOWN,U,991418,154269,40.59010599919386,-73.97419149364777,"{'type': 'Point', 'coordinates': [-73.97419149364777, 40.59010599919386]}",34,30,6,2024
25590,MANHATTAN,2024-06-30,00:36:00,00:39:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-06-30T00:00:00.000,WALL STREET,45-64,WHITE HISPANIC,M,981615,196630,40.706380256425916,-74.00950391062128,"{'type': 'Point', 'coordinates': [-74.00950391062128, 40.706380256425916]}",2,30,6,2024
32954,MANHATTAN,2024-07-01,20:49:00,20:57:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,WEST 34 STREET/HUDSON YARDS,UNKNOWN,UNKNOWN,U,982885,215080,40.75702126680472,-74.00492702112555,"{'type': 'Point', 'coordinates': [-74.00492702112555, 40.75702126680472]}",1,1,7,2024
104603,MANHATTAN,2024-07-01,23:30:00,23:34:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,96 STREET,25-44,BLACK,M,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,1,7,2024
73627,MANHATTAN,2024-07-01,10:10:00,10:15:00,ATTEMPTED,1,N.Y. TRANSIT POLICE,FELONY,(null),ROBBERY,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,42 ST.-TIMES SQUARE,18-24,WHITE HISPANIC,U,988017,214638,40.75580739237299,-73.98640311324542,"{'type': 'Point', 'coordinates': [-73.98640311324542, 40.75580739237299]}",1,1,7,2024
85450,MANHATTAN,2024-07-01,18:00:00,18:12:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,1 AVENUE,UNKNOWN,UNKNOWN,M,989085,205728,40.73135114934151,-73.98255460051172,"{'type': 'Point', 'coordinates': [-73.98255460051172, 40.73135114934151]}",4,1,7,2024
69230,MANHATTAN,2024-07-01,01:20:00,01:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,34 ST.-PENN STATION,UNKNOWN,BLACK,M,986848,212883,40.75099078334884,-73.99062326583427,"{'type': 'Point', 'coordinates': [-73.99062326583427, 40.75099078334884]}",2,1,7,2024
105986,MANHATTAN,2024-07-01,00:58:00,02:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,86 STREET,UNKNOWN,UNKNOWN,U,990758,226482,40.78831448432974,-73.97649807691329,"{'type': 'Point', 'coordinates': [-73.97649807691329, 40.78831448432974]}",1,1,7,2024
23749,MANHATTAN,2024-07-01,19:30:00,19:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,WEST 34 STREET/HUDSON YARDS,UNKNOWN,UNKNOWN,U,982885,215080,40.75702126680472,-74.00492702112555,"{'type': 'Point', 'coordinates': [-74.00492702112555, 40.75702126680472]}",1,1,7,2024
128225,BROOKLYN,2024-07-01,19:40:00,19:43:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,FRANKLIN AVENUE,18-24,BLACK,M,995908,183618,40.67065802222989,-73.95797447716627,"{'type': 'Point', 'coordinates': [-73.95797447716627, 40.67065802222989]}",32,1,7,2024
140237,MANHATTAN,2024-07-01,18:45:00,(null),COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,96 STREET,25-44,WHITE HISPANIC,M,997839,225593,40.78586636630997,-73.9509287180596,"{'type': 'Point', 'coordinates': [-73.9509287180596, 40.78586636630997]}",4,1,7,2024
118165,MANHATTAN,2024-07-01,23:35:00,23:39:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,59 STREET,25-44,BLACK,M,993063,216978,40.76222650346466,-73.9681866435407,"{'type': 'Point', 'coordinates': [-73.9681866435407, 40.76222650346466]}",4,1,7,2024
98876,BROOKLYN,2024-07-01,15:05:00,15:09:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,45-64,WHITE HISPANIC,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,1,7,2024
95876,BROOKLYN,2024-07-01,02:30:00,02:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,DEKALB AVENUE,25-44,WHITE HISPANIC,M,989388,190638,40.68993251373749,-73.98147284719796,"{'type': 'Point', 'coordinates': [-73.98147284719796, 40.68993251373749]}",30,1,7,2024
138567,MANHATTAN,2024-07-01,16:03:00,16:09:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,86 STREET,25-44,WHITE,M,996551,223272,40.779497725226406,-73.95558406794517,"{'type': 'Point', 'coordinates': [-73.95558406794517, 40.779497725226406]}",4,1,7,2024
34165,BROOKLYN,2024-07-01,09:25:00,09:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,53 STREET,45-64,BLACK,M,980275,174191,40.64478976074851,-74.01432378475148,"{'type': 'Point', 'coordinates': [-74.01432378475148, 40.64478976074851]}",34,1,7,2024
35392,MANHATTAN,2024-07-01,15:05:00,15:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,W. 4 STREET,UNKNOWN,UNKNOWN,U,983985,205857,40.73170654022224,-74.00095616452742,"{'type': 'Point', 'coordinates': [-74.00095616452742, 40.73170654022224]}",2,1,7,2024
25367,MANHATTAN,2024-07-01,17:45:00,17:50:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,FULTON STREET,UNKNOWN,BLACK,M,982381,201750,40.7204418884676,-74.0067439741913,"{'type': 'Point', 'coordinates': [-74.0067439741913, 40.7204418884676]}",2,1,7,2024
23022,MANHATTAN,2024-07-01,00:01:00,05:48:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-08T00:00:00.000,CITY HALL,(null),(null),(null),982247,199062,40.713055685323724,-74.00722513830726,"{'type': 'Point', 'coordinates': [-74.00722513830726, 40.713055685323724]}",2,1,7,2024
41844,MANHATTAN,2024-07-01,11:45:00,11:56:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,CANAL STREET,UNKNOWN,WHITE HISPANIC,M,984262,200870,40.718018439490294,-73.99995671087598,"{'type': 'Point', 'coordinates': [-73.99995671087598, 40.718018439490294]}",2,1,7,2024
63041,MANHATTAN,2024-07-01,03:47:00,03:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,UNION SQUARE,25-44,WHITE HISPANIC,F,986546,207135,40.73521404188881,-73.99171521010928,"{'type': 'Point', 'coordinates': [-73.99171521010928, 40.73521404188881]}",4,1,7,2024
109838,MANHATTAN,2024-07-01,15:59:00,16:04:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,42 ST.-GRAND CENTRAL,45-64,BLACK,M,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,1,7,2024
57878,MANHATTAN,2024-07-01,17:27:00,17:28:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,1,7,2024
13593,BROOKLYN,2024-07-01,09:25:00,09:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,53 STREET,25-44,WHITE HISPANIC,M,980275,174191,40.64478976074851,-74.01432378475148,"{'type': 'Point', 'coordinates': [-74.01432378475148, 40.64478976074851]}",34,1,7,2024
75089,MANHATTAN,2024-07-01,21:03:00,21:04:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,42 ST.-TIMES SQUARE,25-44,BLACK,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,1,7,2024
59449,MANHATTAN,2024-07-01,14:00:00,14:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFF. AGNST PUB ORD SENSBLTY &,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,UNKNOWN,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,1,7,2024
109161,BROOKLYN,2024-07-01,03:29:00,(null),COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,FULTON STREET,UNKNOWN,UNKNOWN,U,990849,189579,40.68702483332658,-73.97620565382691,"{'type': 'Point', 'coordinates': [-73.97620565382691, 40.68702483332658]}",30,1,7,2024
110704,MANHATTAN,2024-07-01,00:03:00,00:08:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),POSSESSION OF STOLEN PROPERTY,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,42 ST.-GRAND CENTRAL,25-44,BLACK,M,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,1,7,2024
34576,MANHATTAN,2024-07-01,00:15:00,00:17:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,W. 4 STREET,18-24,BLACK,F,983985,205857,40.73170654022224,-74.00095616452742,"{'type': 'Point', 'coordinates': [-74.00095616452742, 40.73170654022224]}",2,1,7,2024
49746,BROOKLYN,2024-07-01,00:00:00,00:03:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-04T00:00:00.000,CARROLL STREET,UNKNOWN,UNKNOWN,U,985819,187385,40.68100512485221,-73.99434308854428,"{'type': 'Point', 'coordinates': [-73.99434308854428, 40.68100512485221]}",30,1,7,2024
112450,MANHATTAN,2024-07-01,23:02:00,23:12:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,96 STREET,25-44,WHITE HISPANIC,M,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,1,7,2024
33769,MANHATTAN,2024-07-01,19:10:00,19:14:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-01T00:00:00.000,WHITEHALL ST.-SOUTH FERRY,25-44,BLACK,M,980614,195613,40.70358847618555,-74.01311376543592,"{'type': 'Point', 'coordinates': [-74.01311376543592, 40.70358847618555]}",2,1,7,2024
105030,MANHATTAN,2024-07-02,22:37:00,22:47:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,96 STREET,25-44,BLACK,M,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,2,7,2024
36177,MANHATTAN,2024-07-02,20:59:00,21:15:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,PRINCE STREET,UNKNOWN,BLACK,M,984864,203135,40.724235296644956,-73.99778483319649,"{'type': 'Point', 'coordinates': [-73.99778483319649, 40.724235296644956]}",4,2,7,2024
29678,BROOKLYN,2024-07-02,23:25:00,23:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,36 STREET,25-44,BLACK HISPANIC,M,983024,177659,40.654309475457225,-74.00441848198547,"{'type': 'Point', 'coordinates': [-74.00441848198547, 40.654309475457225]}",34,2,7,2024
45695,MANHATTAN,2024-07-02,23:55:00,23:59:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,W. 4 STREET,25-44,BLACK,F,983985,205857,40.73170654022224,-74.00095616452742,"{'type': 'Point', 'coordinates': [-74.00095616452742, 40.73170654022224]}",2,2,7,2024
39584,MANHATTAN,2024-07-02,20:44:00,20:49:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-02T00:00:00.000,WEST 34 STREET/HUDSON YARDS,UNKNOWN,UNKNOWN,U,983700,214628,40.75578073026089,-74.0019852096343,"{'type': 'Point', 'coordinates': [-74.0019852096343, 40.75578073026089]}",1,2,7,2024
14964,BROOKLYN,2024-07-02,23:30:00,23:35:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-09-15T00:00:00.000,59 STREET,(null),(null),(null),979306,172969,40.641435145615965,-74.01781464949576,"{'type': 'Point', 'coordinates': [-74.01781464949576, 40.641435145615965]}",34,2,7,2024
