,Unnamed: 0,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,rpt_dt,ofns_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,transit_district,latitude,longitude,lat_lon,station_name,day,month,year,complaint_count,Matched_Station,Station (alphabetical by borough),2019
9080,6689754,2019-10-02,14:30:00,(null),10/03/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,997839.0,225593.0,(null),(null),(null),4.0,40.78586636,-73.95092871,"(40.78586636, -73.95092871)",96 ST,2.0,10.0,2019.0,111,96 ST,96 ST,25967810.0
9081,6674048,2019-10-02,10:45:00,10:45:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,993063.0,216978.0,UNKNOWN,WHITE HISPANIC,M,4.0,40.7622265,-73.96818664,"(40.7622265, -73.96818664)",59 ST,2.0,10.0,2019.0,94,59 ST,59 ST,3664480.0
9082,6625577,2019-10-02,08:05:00,08:15:00,10/02/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989220.0,223013.0,UNKNOWN,UNKNOWN,M,1.0,40.778794,-73.98205472,"(40.778794, -73.98205472)",72 ST,2.0,10.0,2019.0,96,72 ST,72 ST,24745492.0
9083,6629506,2019-10-03,13:38:00,13:40:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987048.0,206851.0,18-24,BLACK,F,4.0,40.73443438,-73.98990393,"(40.73443438, -73.98990393)",14 ST. UNION SQUARE,3.0,10.0,2019.0,78,14 ST,14 ST,28975310.0
9084,6630072,2019-10-03,13:38:00,13:40:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987048.0,206851.0,25-44,WHITE HISPANIC,M,4.0,40.73443438,-73.98990393,"(40.73443438, -73.98990393)",14 ST. UNION SQUARE,3.0,10.0,2019.0,78,14 ST,14 ST,28975310.0
9085,6711677,2019-10-03,12:50:00,13:02:00,10/03/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999643.0,228852.0,45-64,BLACK,M,4.0,40.79480848,-73.94440682,"(40.79480848, -73.94440682)",110 ST,3.0,10.0,2019.0,40,110 ST,110 ST,3316061.0
9087,6756935,2019-10-03,14:25:00,(null),10/03/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,18-24,BLACK,M,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,3.0,10.0,2019.0,524,125 ST,125 ST,24775742.0
9088,6894059,2019-10-03,22:00:00,07:40:00,10/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1038927.0,197178.0,(null),(null),(null),20.0,40.70771584,-73.80278703,"(40.70771584, -73.80278703)",PARSONS BLVD.,3.0,10.0,2019.0,47,PARSONS BLVD,PARSONS BLVD,2086114.0
9089,6879323,2019-10-03,22:00:00,07:46:00,10/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008918.0,194147.0,(null),(null),(null),33.0,40.69953101,-73.91103665,"(40.69953101, -73.91103665)",MYRTLE/WYCKOFF AV,3.0,10.0,2019.0,26,MYRTLE WYCKOFF AVS,MYRTLE WYCKOFF AVS,5927332.0
9090,6898424,2019-10-03,07:40:00,07:45:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019444.0,245654.0,25-44,WHITE,M,12.0,40.84086852,-73.87280571,"(40.84086852, -73.87280571)",EAST 180 ST,3.0,10.0,2019.0,33,EAST 180 ST,EAST 180 ST,2211198.0
9091,6633543,2019-10-03,13:40:00,14:00:00,10/03/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000693.0,198669.0,UNKNOWN,BLACK HISPANIC,M,33.0,40.71196194,-73.94068846,"(40.71196194, -73.94068846)",GRAND ST,3.0,10.0,2019.0,35,GRAND ST,GRAND ST,9871583.0
9093,6610296,2019-10-03,08:55:00,09:10:00,10/03/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989780.0,218177.0,UNKNOWN,BLACK,M,1.0,40.76552011,-73.9800367,"(40.76552011, -73.9800367)",57 ST,3.0,10.0,2019.0,35,57 ST,57 ST,4550216.0
9094,6911738,2019-10-03,12:20:00,12:30:00,10/03/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1021568.0,185710.0,(null),(null),(null),33.0,40.6763291,-73.86546213,"(40.6763291, -73.86546213)",GRANT AV,3.0,10.0,2019.0,43,GRANT AV,GRANT AV,1749932.0
9096,6947407,2019-10-03,19:30:00,19:40:00,10/03/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1027498.0,202160.0,UNKNOWN,UNKNOWN,M,20.0,40.72145346,-73.84397787,"(40.72145346, -73.84397787)",71 AVE. FOREST HILLS,3.0,10.0,2019.0,48,FOREST HILLS 71 AV,FOREST HILLS 71 AV,8027234.0
9097,6647148,2019-10-03,15:00:00,15:05:00,10/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987521.0,201066.0,UNKNOWN,BLACK,M,4.0,40.7185558,-73.98820001,"(40.7185558, -73.98820001)",DELANCEY ST,3.0,10.0,2019.0,24,DELANCEY ST,DELANCEY ST,8861296.0
9098,6755359,2019-10-03,15:05:00,15:13:00,10/03/2019,BURGLAR'S TOOLS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,25-44,BLACK,M,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,3.0,10.0,2019.0,524,125 ST,125 ST,24775742.0
9099,6631104,2019-10-03,13:00:00,13:15:00,10/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989468.0,148972.0,(null),(null),(null),34.0,40.57556814,-73.98121659,"(40.57556814, -73.98121659)",STILLWELL AV CONEY ISLAND,3.0,10.0,2019.0,101,CONEY ISLAND STILLWELL AV,CONEY ISLAND STILLWELL AV,4579191.0
9100,6812661,2019-10-03,09:18:00,09:35:00,10/03/2019,FORGERY,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1011612.0,253618.0,18-24,BLACK,M,11.0,40.86275507,-73.90107874,"(40.86275507, -73.90107874)",FORDHAM ROAD,3.0,10.0,2019.0,105,FORDHAM RD,FORDHAM RD,6792193.0
9102,6644850,2019-10-03,15:10:00,15:15:00,10/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,994632.0,183977.0,<18,BLACK,M,32.0,40.67164498,-73.96257373,"(40.67164498, -73.96257373)",EASTERN PKWY BROOKLYN MUSEUM,3.0,10.0,2019.0,18,EASTERN PKWY BROOKLYN MUSEUM,EASTERN PKWY BROOKLYN MUSEUM,1338351.0
9103,6627024,2019-10-03,23:00:00,23:15:00,10/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,989468.0,148972.0,45-64,ASIAN / PACIFIC ISLANDER,M,34.0,40.57556814,-73.98121659,"(40.57556814, -73.98121659)",STILLWELL AV CONEY ISLAND,3.0,10.0,2019.0,101,CONEY ISLAND STILLWELL AV,CONEY ISLAND STILLWELL AV,4579191.0
9104,6921469,2019-10-03,19:20:00,19:30:00,10/03/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1010774.0,185570.0,UNKNOWN,WHITE HISPANIC,M,33.0,40.67598376,-73.90437689,"(40.67598376, -73.90437689)",ATLANTIC AV,3.0,10.0,2019.0,86,ATLANTIC AV,ATLANTIC AV,469819.0
9105,6756479,2019-10-03,16:21:00,16:21:00,10/03/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1003744.0,192077.0,45-64,BLACK,M,33.0,40.69386225,-73.92970228,"(40.69386225, -73.92970228)",KOSCIUSKO ST,3.0,10.0,2019.0,20,KOSCIUSZKO ST,KOSCIUSZKO ST,1779062.0
9106,7310121,2019-10-03,10:10:00,(null),05/14/2020,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007046.0,236603.0,(null),(null),(null),12.0,40.81606683,-73.91764392,"(40.81606683, -73.91764392)",3 AV 149 ST,3.0,10.0,2019.0,131,3 AV 149 ST,3 AV 149 ST,6768255.0
9107,6791025,2019-10-03,13:30:00,13:35:00,10/03/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1020840.0,191121.0,UNKNOWN,BLACK,M,20.0,40.69118409,-73.86805731,"(40.69118409, -73.86805731)",75 ST. ELDERTS LANE,3.0,10.0,2019.0,3,75 ST ELDERTS LN,75 ST ELDERTS LN,1029388.0
9108,6600342,2019-10-03,20:50:00,21:20:00,10/03/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,999539.0,239499.0,UNKNOWN,UNKNOWN,U,3.0,40.82403172,-73.94475817,"(40.82403172, -73.94475817)",145 ST,3.0,10.0,2019.0,99,145 ST,145 ST,11356091.0
9110,6687714,2019-10-03,09:15:00,09:30:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,998335.0,192625.0,UNKNOWN,BLACK,M,30.0,40.69537665,-73.94920664,"(40.69537665, -73.94920664)",MYRTLE WILLOUGHBY AV,3.0,10.0,2019.0,15,MYRTLE WILLOUGHBY AVS,MYRTLE WILLOUGHBY AVS,1820637.0
9111,6596304,2019-10-03,09:50:00,10:48:00,10/04/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988353.0,217918.0,(null),(null),(null),1.0,40.76481845,-73.98518947,"(40.76481845, -73.98518947)",59 ST. COLUMBUS CIRCLE,3.0,10.0,2019.0,238,59 ST COLUMBUS CIRCLE,59 ST COLUMBUS CIRCLE,23040650.0
9112,6757627,2019-10-03,14:25:00,(null),10/03/2019,OTHER OFFENSES RELATED TO THEF,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,25-44,BLACK,M,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,3.0,10.0,2019.0,524,125 ST,125 ST,24775742.0
9113,6808977,2019-10-03,21:00:00,02:48:00,10/07/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1029403.0,193205.0,(null),(null),(null),20.0,40.69686463,-73.83716543,"(40.69686463, -73.83716543)",111 ST,3.0,10.0,2019.0,26,111 ST,111 ST,4947506.0
9114,6725064,2019-10-03,16:35:00,16:46:00,10/03/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000558.0,231080.0,25-44,ASIAN / PACIFIC ISLANDER,M,4.0,40.8009303727402,-73.9410982410066,"(40.8009303727402, -73.9410982410066)",125 ST,3.0,10.0,2019.0,524,125 ST,125 ST,24775742.0
9115,6845047,2019-10-03,01:30:00,03:50:00,10/03/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1013646.0,181481.0,UNKNOWN,UNKNOWN,U,32.0,40.6647513,-73.89404073,"(40.6647513, -73.89404073)",PENNSYLVANIA AV,3.0,10.0,2019.0,12,PENNSYLVANIA AV,PENNSYLVANIA AV,1360708.0
9116,6607155,2019-10-03,15:28:00,15:52:00,10/17/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987526.0,211899.0,45-64,BLACK HISPANIC,M,2.0,40.74828972,-73.98817669,"(40.74828972, -73.98817669)",34 ST,3.0,10.0,2019.0,169,34 ST HERALD SQ,34 ST HERALD SQ,39385436.0
9117,6905604,2019-10-03,13:05:00,(null),12/12/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1041627.0,198275.0,18-24,BLACK,F,20.0,40.71070974,-73.79303916,"(40.71070974, -73.79303916)",169 ST,3.0,10.0,2019.0,37,169 ST,169 ST,2465120.0
9118,6888412,2019-10-03,00:30:00,04:00:00,10/06/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1017478.0,256069.0,UNKNOWN,UNKNOWN,U,11.0,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)",KINGSBRIDGE ROAD,3.0,10.0,2019.0,72,KINGSBRIDGE RD,KINGSBRIDGE RD,5218379.0
9119,6607396,2019-10-03,13:15:00,13:21:00,10/03/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986090.0,211515.0,25-44,BLACK,M,2.0,40.74723615,-73.99335942,"(40.74723615, -73.99335942)",28 ST,3.0,10.0,2019.0,43,28 ST,28 ST,14346651.0
9120,6553291,2019-10-03,15:08:00,17:29:00,10/03/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,981615.0,196630.0,45-64,BLACK HISPANIC,M,2.0,40.70638025,-74.00950391,"(40.70638025, -74.00950391)",WALL ST,3.0,10.0,2019.0,51,WALL ST,WALL ST,12631056.0
9122,6565371,2019-10-03,23:57:00,23:59:00,10/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986061.0,213320.0,UNKNOWN,BLACK,M,2.0,40.75219043,-73.99346359,"(40.75219043, -73.99346359)",34 ST. PENN STATION,3.0,10.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
9123,6909096,2019-10-03,07:00:00,07:10:00,10/03/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019822.0,190789.0,25-44,WHITE,M,33.0,40.69027697,-73.87172995,"(40.69027697, -73.87172995)",CYPRESS HILLS,3.0,10.0,2019.0,4,CYPRESS HILLS,CYPRESS HILLS,420647.0
9124,6753460,2019-10-03,16:13:00,16:20:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1001575.0,232339.0,UNKNOWN,WHITE HISPANIC,F,4.0,40.80437576,-73.93742023,"(40.80437576, -73.93742023)",125 ST,3.0,10.0,2019.0,524,125 ST,125 ST,24775742.0
9125,6542697,2019-10-03,14:58:00,15:02:00,10/15/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,980770.0,194854.0,45-64,BLACK,M,2.0,40.70150526,-74.01255073,"(40.70150526, -74.01255073)",SOUTH FERRY,3.0,10.0,2019.0,92,SOUTH FERRY,SOUTH FERRY,10272682.0
9126,6545933,2019-10-03,09:00:00,14:58:00,10/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,975608.0,163701.0,(null),(null),(null),34.0,40.6159936,-74.03112773,"(40.6159936, -74.03112773)",95 ST BAY RIDGE,3.0,10.0,2019.0,20,BAY RIDGE 95 ST,BAY RIDGE 95 ST,1743441.0
9127,6555994,2019-10-03,11:00:00,11:10:00,10/03/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983551.0,208788.0,(null),(null),(null),2.0,40.73975138,-74.00252241,"(40.73975138, -74.00252241)",14 ST,3.0,10.0,2019.0,272,14 ST,14 ST,28975310.0
9128,6914844,2019-10-03,09:05:00,09:10:00,10/03/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1011263.0,182761.0,25-44,BLACK,M,33.0,40.66827221,-73.90262523,"(40.66827221, -73.90262523)",SUTTER AV,3.0,10.0,2019.0,37,SUTTER AV,SUTTER AV,1047762.0
9129,7765409,2019-10-03,14:11:00,(null),09/15/2021,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008110.0,244858.0,25-44,BLACK HISPANIC,M,11.0,40.83872163,-73.91377061,"(40.83872163, -73.91377061)",170 ST,3.0,10.0,2019.0,130,170 ST,170 ST,4618072.0
9130,6636261,2019-10-03,14:15:00,14:30:00,10/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,993569.0,217891.0,UNKNOWN,UNKNOWN,F,1.0,40.76473193,-73.9663588,"(40.76473193, -73.9663588)",LEXINGTON AVE.,3.0,10.0,2019.0,54,LEXINGTON AV,LEXINGTON AV,16760813.0
9131,6863662,2019-10-04,14:31:00,15:00:00,10/04/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007685.0,189129.0,25-44,BLACK,M,33.0,40.68576112,-73.91550083,"(40.68576112, -73.91550083)",HALSEY ST,4.0,10.0,2019.0,23,HALSEY ST,HALSEY ST,4296662.0
9132,6733207,2019-10-04,22:00:00,05:47:00,10/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1000998.0,245665.0,(null),(null),(null),3.0,40.84095296,-73.93947116,"(40.84095296, -73.93947116)",168 ST. WASHINGTON HTS.,4.0,10.0,2019.0,93,168 ST,168 ST,6156288.0
9134,6550543,2019-10-04,17:14:00,17:19:00,10/15/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,980770.0,194854.0,45-64,BLACK,M,2.0,40.70150526,-74.01255073,"(40.70150526, -74.01255073)",SOUTH FERRY,4.0,10.0,2019.0,92,SOUTH FERRY,SOUTH FERRY,10272682.0
9135,6900321,2019-10-04,03:30:00,05:00:00,10/04/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019779.0,185370.0,(null),(null),(null),33.0,40.67540324,-73.87191357,"(40.67540324, -73.87191357)",EUCLID AV,4.0,10.0,2019.0,86,EUCLID AV,EUCLID AV,3240578.0
9136,6734789,2019-10-04,13:49:00,14:00:00,10/04/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1008110.0,244858.0,18-24,BLACK HISPANIC,M,11.0,40.83872163,-73.91377061,"(40.83872163, -73.91377061)",170 ST,4.0,10.0,2019.0,130,170 ST,170 ST,4618072.0
9137,6551262,2019-10-04,07:15:00,07:25:00,10/05/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,981689.0,199960.0,UNKNOWN,UNKNOWN,U,2.0,40.71552033,-74.00923827,"(40.71552033, -74.00923827)",CHAMBERS ST,4.0,10.0,2019.0,35,CHAMBERS ST,CHAMBERS ST,26762095.0
9138,6581713,2019-10-04,12:30:00,13:00:00,10/07/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,997963.0,240371.0,UNKNOWN,UNKNOWN,M,3.0,40.8264277,-73.95045075,"(40.8264277, -73.95045075)",145 ST,4.0,10.0,2019.0,99,145 ST,145 ST,11356091.0
9139,6900987,2019-10-04,00:25:00,00:45:00,10/04/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1019779.0,185370.0,(null),(null),(null),33.0,40.67540324,-73.87191357,"(40.67540324, -73.87191357)",EUCLID AV,4.0,10.0,2019.0,86,EUCLID AV,EUCLID AV,3240578.0
9140,6611586,2019-10-04,20:50:00,21:05:00,10/04/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT FACILITY (OTHER),N.Y. TRANSIT POLICE,1,999539.0,239499.0,25-44,ASIAN / PACIFIC ISLANDER,M,3.0,40.82403172,-73.94475817,"(40.82403172, -73.94475817)",145 ST,4.0,10.0,2019.0,99,145 ST,145 ST,11356091.0
9141,6856384,2019-10-04,09:42:00,(null),11/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1007046.0,236603.0,18-24,BLACK,M,12.0,40.81606683,-73.91764392,"(40.81606683, -73.91764392)",3 AV 149 ST,4.0,10.0,2019.0,131,3 AV 149 ST,3 AV 149 ST,6768255.0
9142,6581985,2019-10-04,17:13:00,17:16:00,10/04/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,986848.0,212883.0,25-44,BLACK,M,2.0,40.75099078,-73.99062326,"(40.75099078, -73.99062326)",34 ST. PENN STATION,4.0,10.0,2019.0,254,34 ST PENN STATION,34 ST PENN STATION,51599040.0
9143,6922881,2019-10-04,14:25:00,14:30:00,10/04/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,1012926.0,196423.0,UNKNOWN,WHITE HISPANIC,M,33.0,40.70576601,-73.89657241,"(40.70576601, -73.89657241)",FRESH POND ROAD,4.0,10.0,2019.0,3,FRESH POND RD,FRESH POND RD,1776084.0
9144,6554488,2019-10-04,02:30:00,02:50:00,10/04/2019,JOSTLING,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983125.0,199091.0,18-24,BLACK,M,2.0,40.71313543,-74.00405805,"(40.71313543, -74.00405805)",BROOKLYN BRIDGE CITY HALL,4.0,10.0,2019.0,89,BROOKLYN BRIDGE CITY HALL,BROOKLYN BRIDGE CITY HALL,9065146.0
9145,6602540,2019-10-04,14:39:00,15:08:00,10/17/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,987526.0,211899.0,45-64,BLACK HISPANIC,M,2.0,40.74828972,-73.98817669,"(40.74828972, -73.98817669)",34 ST,4.0,10.0,2019.0,169,34 ST HERALD SQ,34 ST HERALD SQ,39385436.0
9146,6725446,2019-10-04,12:30:00,12:54:00,10/04/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,997843.0,175671.0,25-44,BLACK,M,32.0,40.6488507469884,-73.951016510623,"(40.6488507469884, -73.951016510623)",BEVERLY ROAD,4.0,10.0,2019.0,8,BEVERLY RD,BEVERLY RD,1284232.0
9147,6671657,2019-10-04,21:45:00,21:50:00,10/05/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,988917.0,200245.0,UNKNOWN,BLACK,M,4.0,40.7163099917327,-73.9831660136947,"(40.7163099917327, -73.9831660136947)",DELANCEY ST,4.0,10.0,2019.0,24,DELANCEY ST,DELANCEY ST,8861296.0
9148,6563220,2019-10-04,00:08:00,00:15:00,10/04/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,983125.0,199091.0,(null),(null),(null),2.0,40.71313543,-74.00405805,"(40.71313543, -74.00405805)",CHAMBERS ST. WORLD TRADE CENTE,4.0,10.0,2019.0,97,CHAMBERS ST,CHAMBERS ST,26762095.0
9149,6543137,2019-10-04,19:31:00,19:41:00,10/21/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,980288.0,195963.0,25-44,BLACK,M,2.0,40.704549,-74.01428973,"(40.704549, -74.01428973)",BOWLING GREEN,4.0,10.0,2019.0,108,BOWLING GREEN,BOWLING GREEN,8362034.0
9150,6539872,2019-10-04,19:42:00,19:44:00,10/21/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,980288.0,195963.0,25-44,WHITE,F,2.0,40.704549,-74.01428973,"(40.704549, -74.01428973)",BOWLING GREEN,4.0,10.0,2019.0,108,BOWLING GREEN,BOWLING GREEN,8362034.0
